"Name","Runtime","Notes","State","Tags","dataloader.num_workers","dataset._target_","dataset.num_classes","init_global_step","model._target_","model.checkpoint_identifier","model.clip_model_name","model.model_name","model.model_repo_path","model.num_classes","model.timm_model_name","model.whisper_model_name","num_workers","optimizer.lr","seed","testing/accuracy_top_1","testing/accuracy_top_1-epoch-mean","testing/accuracy_top_1-epoch-std","testing/accuracy_top_5","testing/accuracy_top_5-epoch-mean","testing/accuracy_top_5-epoch-std","testing/logits-epoch-mean","testing/logits-epoch-std","testing/loss","testing/loss-epoch-mean","testing/loss-epoch-std","training/accuracy_top_1","training/loss","training/lr","validation/accuracy_top_1","validation/accuracy_top_1-epoch-mean","validation/accuracy_top_1-epoch-std","validation/accuracy_top_5","validation/accuracy_top_5-epoch-mean","validation/accuracy_top_5-epoch-std","validation/logits-epoch-mean","validation/logits-epoch-std","validation/loss","validation/loss-epoch-mean","validation/loss-epoch-std"
"""athena-svhn-resnet50-a1-in1k-2306""","2832","-","finished","","64","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","resnet50.a1_in1k","","64","0.001","2306","97.91667175292967","94.3831787109375","2.1867637634277344","100","99.24172973632812","0.7673163414001465","-4.461780548095703","0.08269823342561722","0.10514303296804428","0.34719908237457275","0.18361623585224152","99.21875","0.03247029706835747","0.00025","100","99.28610229492188","0.7358590364456177","100","99.89224243164062","0.2717494070529938","-4.587007522583008","0.08716356009244919","0.00029660065774805844","0.03361436352133751","0.046432819217443466"
"""athena-svhn-dino-vit-base16-224-2306""","3270","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","vit_base_patch16_224.dino","","16","0.00001","2306","95.83332824707033","93.46915435791016","2.3371658325195312","100","99.22640991210938","0.8772944211959839","-0.15303613245487213","0.03498479351401329","0.13466119766235352","0.39483481645584106","0.1907084435224533","100","0.000012847594916820526","0.0000025","100","99.35344696044922","0.7481750249862671","100","99.94612121582033","0.1996942162513733","-0.1887915730476379","0.03435618430376053","0.000024310747903655283","0.040333740413188934","0.060424599796533585"
"""athena-svhn-deit3-base-patch16-224-fb-in1k-1337""","3559","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","deit3_base_patch16_224.fb_in1k","","16","0.00001","1337","95.83332824707033","93.28150177001952","2.6596837043762207","100","99.21492004394533","0.8261335492134094","0.09094443917274476","0.030969347804784775","0.1398949772119522","0.4015965163707733","0.18499112129211423","100","0.000112767331302166","0.000005","100","99.51508331298828","0.6678625345230103","100","99.93264770507812","0.2211879938840866","0.08230189979076385","0.03102806955575943","0.0002734621230047196","0.03407691791653633","0.05497276410460472"
"""athena-svhn-wide-resnet50-2-tv-in1k-2306""","3399","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","wide_resnet50_2.tv_in1k","","16","0.001","2306","97.91667175292967","94.14956665039062","2.200221300125122","97.91667175292967","99.02854919433594","0.966501772403717","-4.594919681549072","0.1181969866156578","0.25933006405830383","0.3858683109283447","0.20245234668254852","99.21875","0.006632845848798752","0.00025","100","99.19181060791016","0.7312028408050537","100","99.87876892089844","0.3206758201122284","-4.907736778259277","0.11696590483188628","0.004584376234561205","0.04465208947658539","0.05094324052333832"
"""athena-svhn-wide-resnet50-2-tv-in1k-42""","2333","-","finished","","64","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","wide_resnet50_2.tv_in1k","","64","0.001","42","97.91667175292967","93.86617279052734","2.467444896697998","97.91667175292967","98.9557876586914","0.9880055785179138","-4.214751243591309","0.10365553200244904","0.1891656070947647","0.37983033061027527","0.1998750865459442","100","0.006769922561943531","0.00025","100","99.04364013671876","0.91440749168396","100","99.83836364746094","0.3192332684993744","-4.425086498260498","0.10512776672840118","0.0021899144630879164","0.05318998545408249","0.048474907875061035"
"""athena-svhn-sam-vit-base16-224-in1k-42""","2929","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","vit_base_patch16_224.sam_in1k","","16","0.00001","42","97.91667175292967","91.16243743896484","2.875244379043579","100","98.56388092041016","1.1232895851135254","-0.2335768491029739","0.00958960596472025","0.03673577308654785","0.4395490884780884","0.16231253743171692","100","0.005365103483200073","0.00001","100","98.77424621582033","0.9829105138778688","100","99.74407196044922","0.4483865201473236","-0.2322007566690445","0.007998057641088963","0.00284182233735919","0.06519829481840134","0.04940812289714813"
"""athena-svhn-sam-vit-base16-224-in1k-2306""","3018","-","finished","","64","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","vit_base_patch16_224.sam_in1k","","64","0.00001","2306","95.83332824707033","91.4202880859375","2.8354785442352295","100","98.41452026367188","1.3180735111236572","-0.2394273281097412","0.007000721991062164","0.13096173107624054","0.43835172057151794","0.1572328507900238","100","0.0020322203636169434","0.000005","100","99.0167007446289","0.8350492715835571","100","99.77101135253906","0.4629719853401184","-0.23897382616996765","0.00677309837192297","0.0020111084450036287","0.05563589185476303","0.04855828359723091"
"""athena-svhn-sam-vit-base16-224-in1k-1337""","2925","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","vit_base_patch16_224.sam_in1k","","16","0.00001","1337","97.91667175292967","90.85989379882812","2.9694340229034424","100","98.38005828857422","1.144811511039734","-0.21324162185192108","0.008980019018054008","0.1689247339963913","0.45897823572158813","0.16322916746139526","100","0.005677521228790283","0.00001","100","98.96282196044922","1.118224859237671","100","99.8114242553711","0.4218685328960418","-0.21376222372055056","0.008102175779640675","0.004088719841092825","0.05409658327698707","0.05959080159664154"
"""athena-stl10-wide-resnet50-2-tv-in1k-42""","2907","-","finished","","16","gate.data.image.classification.stl10.build_gate_stl10_dataset","10","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","10","wide_resnet50_2.tv_in1k","","16","0.001","42","76.5625","79.98512268066406","3.13578200340271","95.3125","98.37549591064452","1.2336825132369995","-4.679173469543457","0.0872105285525322","1.5362977981567385","1.2062591314315796","0.2352854311466217","100","0.0000011557713150978088","0.001","82.75862121582031","79.86933898925781","2.5609564781188965","97.41378784179688","97.79094696044922","1.4944432973861694","-4.6757659912109375","0.07377473264932632","0.9925930500030518","1.2269513607025146","0.17836414277553558"
"""athena-f101-talip-base16-wita-42""","4203","-","finished","","16","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talip-base16-wita-224-2306","101","","openai/whisper-small","16","0.00001","42","94.11764526367188","90.2441177368164","5.892770767211914","100","98.22048950195312","1.6677383184432983","-0.07314307987689972","0.047402866184711456","0.32459527254104614","0.4610767960548401","0.29492977261543274","100","0.0004122573882341385","0.000005","100","98.85416412353516","0.819592297077179","100","99.75260162353516","0.5083808898925781","-0.07206539064645767","0.005826059728860855","0.010854036547243597","0.05752565339207649","0.05451333150267601"
"""athena-f101-talip-base16-witav-42""","5702","-","failed","","40","gate.data.image.classification.food101.build_gate_dataset","101","4500.5","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talip-base16-witav-224-2306","101","","openai/whisper-small","40","0.00001","42","94.11764526367188","89.92452239990234","6.164350986480713","97.05882263183594","98.13460540771484","1.473042368888855","-0.06558966636657715","0.0440378300845623","0.5033609867095947","0.47033241391181946","0.2942385673522949","100","0.0006622197106480598","0.0000025","100","98.76953125","1.0650769472122192","100","99.66145706176758","0.5727148354053497","-0.06490480899810791","0.0046577961184084415","0.0024365653516724706","0.05785540118813515","0.05469568632543087"
"""athena-f101-talip-base16-wita-1337""","3510","-","finished","","16","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talip-base16-wita-224-2306","101","","openai/whisper-small","16","0.00001","1337","97.05882263183594","89.97882843017578","5.723255157470703","100","98.06266021728516","1.616510987281799","-0.08167479932308197","0.04388658329844475","0.20623143017292023","0.4791733324527741","0.29304128885269165","100","0.001934494823217392","0.0000025","100","98.76302337646484","0.9995743632316588","100","99.6484375","0.5270310044288635","-0.08044000715017319","0.005594437010586262","0.0003347811580169946","0.06549933552742004","0.06096507236361504"
"""athena-f101-talip-base16-wit-2306""","4724","-","finished","","16","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talip-base16-wit-224-2306","101","","openai/whisper-small","16","0.00001","2306","88.23529815673828","89.72119903564453","6.322050094604492","97.05882263183594","97.9531021118164","1.706554651260376","-0.06379222124814987","0.04113316535949707","0.5683816075325012","0.482700377702713","0.3115805983543396","100","0.0006905980408191681","0.000005","100","98.45052337646484","1.081113338470459","100","99.765625","0.4386523962020874","-0.06395134329795837","0.005766051355749369","0.0014237528666853905","0.06763025373220444","0.049684520810842514"
"""athena-f101-talip-base16-wit-1337""","5050","-","crashed","","64","gate.data.image.classification.food101.build_gate_dataset","101","4751.5","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talip-base16-wit-224-2306","101","","openai/whisper-small","64","0.00001","1337","97.05882263183594","89.46194458007812","6.32196044921875","100","97.87326049804688","1.6770013570785522","-0.09717243909835815","0.0454259067773819","0.157912477850914","0.4984116852283478","0.31022199988365173","99.47916666666666","0.01167086511850357","0.000008333333333333334","100","97.86024475097656","1.3641332785288491","100","99.59201304117838","0.5502831737200419","-0.0703355794151624","0.005261168504754702","0.013697823975235224","0.09905480593442917","0.06284445648392041"
"""athena-f101-flexivit-base-1200ep-in1k-1337""","5363","-","crashed","","64","gate.data.image.classification.food101.build_gate_dataset","101","3501.5","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","flexivit_base.1200ep_in1k","","64","0.00001","1337","97.05882263183594","88.04148864746094","7.087117671966553","100","97.3484878540039","2.0324337482452393","-0.035358697175979614","0.08498238027095795","0.20141197741031647","0.5439804792404175","0.34379205107688904","99.73958333333333","0.012971567921340466","0.000005833333333333333","100","97.72135416666666","1.3198494513829548","100","99.31857554117838","0.6574602127075195","-0.027993080827097096","0.01233938398460547","0.016742709349879682","0.10533658663431804","0.06367498884598413"
"""athena-f101-flexivit-base-1200ep-in1k-2306""","3233","-","finished","","64","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","flexivit_base.1200ep_in1k","","64","0.00001","2306","91.1764678955078","87.99993896484375","6.793257713317871","94.11764526367188","97.23986053466795","2.2148001194000244","0.0005186826456338167","0.0982813835144043","0.6708025336265564","0.5575082898139954","0.34920451045036316","100","0.00011664815247058868","0.000005","100","98.37239837646484","1.1261072158813477","100","99.51822662353516","0.6284937262535095","0.003144375514239073","0.013917509466409683","0.000364127365173772","0.07926559448242188","0.06906279921531677"
"""vit-base-16-laion-in1k""","49668","-","finished","","22","gate.data.image.classification.imagenet1k.build_gate_dataset","1000","0.875","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","1000","vit_base_patch16_clip_224.laion2b_ft_in1k","","22","0.00001","42","86.25","83.41398620605469","2.297168254852295","96.25","96.48516845703124","1.1646274328231812","-0.07794222235679626","0.001869715633802116","0.5328691601753235","0.7062398791313171","0.09578201919794084","33.984375","4.720430165529251","0.0000074950430269479385","24.15254211425781","30.536355706552662","0.7100108315547307","24.25019836425781","33.170608599980675","0.48796047767003375","-0.03032231191173196","0.0013944756550093491","5.440864197909832","4.839266488949457","0.044954412927230195"
"""athena-f101-resnext50-32x4d-a1-in1k-1337""","2783","-","finished","","64","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","resnext50_32x4d.a1_in1k","","64","0.001","1337","91.1764678955078","84.65003204345703","8.169631958007812","100","96.44886016845705","2.6373870372772217","-13.852736473083496","1.3772083520889282","0.6851410865783691","0.8664957880973816","0.4912666082382202","100","0.0011897645890712738","0.00025","100","98.15103912353516","1.2782062292099","100","99.34896087646484","0.7071107029914856","-13.991795539855955","0.26033249497413635","0.00037630743463523686","0.1256316304206848","0.101082906126976"
"""athena-f101-resnext50-32x4d-a1-in1k-2306""","2293","-","finished","","64","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","resnext50_32x4d.a1_in1k","","64","0.001","2306","91.1764678955078","84.47642517089844","8.533049583435059","100","96.43702697753906","2.681471824645996","-13.792978286743164","1.4724781513214111","0.6187112927436829","0.8860660791397095","0.5251830220222473","100","0.0012771030887961388","0.00025","100","97.94271087646484","1.3718928098678589","100","99.375","0.6715947389602661","-13.903901100158691","0.2307545989751816","0.011790934018790722","0.1219705492258072","0.08172446489334106"
"""athena-f101-resnext50-32x4d-a1-in1k-42""","2793","-","finished","","64","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","resnext50_32x4d.a1_in1k","","64","0.001","42","91.1764678955078","84.16471099853516","8.827162742614746","97.05882263183594","96.14991760253906","2.788372039794922","-13.90553092956543","1.3861883878707886","0.8563863039016724","0.8991878032684326","0.5421446561813354","100","0.00035437289625406265","0.00025","95.65217590332033","98.11764526367188","1.2019587755203247","100","99.36197662353516","0.6350435614585876","-14.034994125366213","0.2085301578044891","0.2292313426733017","0.118559792637825","0.09300052374601364"
"""svhn-talis-base16-witav-42""","3533","-","finished","","32","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talis-base16-witav-224-2306","10","","openai/whisper-small","32","0.00001","42","91.66667175292967","80.32450866699219","4.057823657989502","95.83332824707033","96.14990997314452","1.8530443906784055","0.04114378243684769","0.02272341400384903","0.52580326795578","0.8374152779579163","0.19791515171527865","95.3125","0.1367353796958923","0","100","97.10398864746094","1.241823434829712","100","99.58243560791016","0.6245803833007812","0.001595394336618483","0.01989342086017132","0.043427471071481705","0.1248295158147812","0.05293336138129234"
"""athena-svhn-talis-base16-wita-1337""","4476","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talis-base16-wita-224-2306","10","","openai/whisper-small","16","0.00001","1337","87.5","81.65594482421875","3.7627272605896","100","96.10523986816406","1.9944111108779907","0.03661537542939186","0.015679456293582916","0.403225302696228","0.9750369787216188","0.2614695429801941","100","0.0005669649690389633","0.000005","100","98.49137878417967","1.1416709423065186","100","99.70366668701172","0.4815411865711212","0.05019284784793854","0.01544942706823349","0.005323382094502449","0.07705831527709961","0.06511995941400528"
"""athena-svhn-talis-base16-wit-1337""","2900","-","finished","","64","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talis-base16-wit-224-2306","10","","openai/whisper-small","64","0.00001","1337","85.41667175292969","80.66917419433594","3.7216567993164062","97.91667175292967","96.0835418701172","1.955939769744873","0.04700731113553047","0.014671551994979382","0.5644201040267944","1.0246522426605225","0.2574668228626251","99.21875","0.012092235498130322","0.000005","96.66666412353516","98.04328155517578","1.3307020664215088","100","99.70366668701172","0.4347990453243256","0.04686396196484566","0.013097007758915424","0.09687889367341997","0.08729354292154312","0.06337251514196396"
"""athena-svhn-talis-base16-wita-2306""","3872","-","finished","","64","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talis-base16-wita-224-2306","10","","openai/whisper-small","64","0.00001","2306","85.41667175292969","81.09043884277344","3.842590093612671","97.91667175292967","96.00695037841795","1.7716456651687622","0.006564550567418337","0.014037984423339369","0.7228319644927979","1.0235193967819214","0.24569016695022583","100","0.0013841670006513596","0.0000025","100","98.18157196044922","1.2873724699020386","100","99.7575454711914","0.4675353467464447","0.02036762237548828","0.014478242956101894","0.002388433553278446","0.09424129873514175","0.07359782606363297"
"""athena-svhn-talis-base16-witav-42""","3414","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/talis-base16-witav-224-2306","10","","openai/whisper-small","16","0.00001","42","87.5","81.0853271484375","3.9911253452301025","97.91667175292967","96.00312042236328","1.9298558235168457","0.04413415119051933","0.018777819350361824","0.5718232989311218","0.9836317896842957","0.24409283697605133","100","0.005276694893836975","0.000005","100","98.26239013671876","1.0352368354797363","100","99.77101135253906","0.3874216377735138","0.014961136505007744","0.017252441495656967","0.001647857832722366","0.08895748108625412","0.05506448075175285"
"""athena-svhn-wits-base16-wit-2306""","3711","-","finished","","16","gate.data.image.classification.svhn.build_gate_svhn_dataset","10","0","gate.models.task_specific_models.classification.tali.build_gate_tali_model","latest","openai/clip-vit-base-patch16","","Antreas/wits-base16-wit-224-2306","10","","openai/whisper-small","16","0.00001","2306","79.16667175292969","79.84579467773438","3.759988784790039","100","95.86013793945312","2.0092833042144775","0.04923772811889648","0.012641741894185545","0.9334890246391296","1.0647600889205933","0.26323258876800537","100","0.0011814255267381668","0.000005","100","98.35668182373048","1.298154592514038","100","99.69019317626952","0.5656371116638184","0.05055541917681694","0.01260257139801979","0.0008648753282614052","0.08137058466672897","0.07253847271203995"
"""athena-f101-resnet50-a1-in1k-42""","2385","-","finished","","64","gate.data.image.classification.food101.build_gate_dataset","101","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","101","resnet50.a1_in1k","","64","0.001","42","85.29411315917969","82.81319427490234","9.072881698608398","100","95.69523620605467","2.9878907203674316","-14.851595878601074","1.5473264455795288","0.8899310827255249","0.9760825634002686","0.5632277131080627","99.21875","0.006802329793572426","0.00025","91.30435180664062","97.78475952148438","1.6032826900482178","100","99.4140625","0.6532448530197144","-14.952154159545898","0.22071054577827456","0.18981896340847015","0.12611380219459534","0.09938852488994598"
"""athena-in1k-flexivit-base-1200ep-in1k-1337""","8558","-","finished","","16","gate.data.image.classification.imagenet1k.build_gate_dataset","1000","0","gate.models.task_specific_models.classification.timm.build_gate_timm_model","","openai/clip-vit-base-patch16","","","1000","flexivit_base.1200ep_in1k","","16","0.00001","1337","91.25","83.19373321533203","3.5254123210906982","96.25","95.50071716308594","1.7787747383117676","-0.018760720267891884","0.004251652397215366","0.4481305480003357","0.7375977635383606","0.15649302303791046","84.375","0.6828826069831848","1.5625e-7","93.22034454345705","94.14190673828124","2.07594633102417","100","99.0862045288086","0.8360315561294556","-0.016767259687185287","0.0041429572738707066","0.21791519224643707","0.23033826053142548","0.08475437015295029"
