Experiment-series,Dataset-name,Experiment-name,count,testing/ensemble_3/accuracy_top_1-epoch-mean,testing/ensemble_3/accuracy_top_5-epoch-mean,testing/ensemble_3/aps-macro,testing/ensemble_3/auc-macro,testing/ensemble_3/bs-macro,testing/ensemble_3/image_to_text_accuracy-epoch-mean,testing/ensemble_3/image_to_text_accuracy_top_5-epoch-mean,testing/ensemble_3/text_to_image_accuracy-epoch-mean,testing/ensemble_3/text_to_image_accuracy_top_5-epoch-mean
hades,pokeset,hades-pokeset-flexivit-base-1200ep-in1k,1,,,,,,0.5677083730697632,0.703655481338501,0.5895061492919922,0.7478780746459961
hades,clvr,hades-clvr-efficientnetv2-rw-s-ra2-in1k,1,52.81607437133789,99.1319351196289,,,,,,,
hades,clvrmath,hades-clvrmath-efficientnetv2-rw-s-ra2-in1k,1,28.535512924194336,83.88434600830078,,,,,,,
hades,dtextfs,hades-dtextfs-clip-vit-base16-224,1,0.819868266582489,,,,,,,,
hades,cubfs,hades-cubfs-resnet50-a1-in1k,1,0.9166455268859864,,,,,,,,
hades,p365,hades-p365-dino-vit-base16-224,2,50.80856704711914,82.08506393432617,,,,,,,
hades,fungifs,hades-fungifs-clip-vit-base16-224,1,0.8898338079452515,,,,,,,,
hades,nycc,hades-nycc-resnet50-a1-in1k,1,,,,,,0.028340842574834824,0.1160942167043686,0.026051050052046776,0.10948292165994644
hades,airfs,hades-airfs-dino-vit-base16-224,1,0.948714315891266,,,,,,,,
hades,omnifs,hades-omnifs-deit3-base-patch16-224-fb-in1k,1,0.9904422760009766,,,,,,,,
hades,miniinfs,hades-miniinfs-resnext50-32x4d-a1-in1k,1,0.79840487241745,,,,,,,,
hades,fungifs,hades-fungifs-laion-vit-base16-224,1,0.8925625681877136,,,,,,,,
hades,cubfs,hades-cubfs-dino-vit-base16-224,1,0.9649879932403564,,,,,,,,
hades,cubfs,hades-cubfs-augreg-vit-base16-224-in1k,1,0.9589524269104004,,,,,,,,
hades,clvrmath,hades-clvrmath-sam-vit-base16-224-in1k,1,55.30623245239258,98.71031951904295,,,,,,,
hades,cubfs,hades-cubfs-sam-vit-base16-224-in1k,1,0.974434733390808,,,,,,,,
hades,cubfs,hades-cubfs-efficientnetv2-rw-s-ra2-in1k,1,0.9530693292617798,,,,,,,,
hades,miniinfs,hades-miniinfs-deit3-base-patch16-224-fb-in1k,1,0.23041653633117676,,,,,,,,
hades,miniinfs,hades-miniinfs-laion-vit-base16-224,1,0.2066320478916168,,,,,,,,
hades,miniinfs,hades-miniinfs-resnet50-a1-in1k,1,0.23191067576408383,,,,,,,,
hades,miniinfs,hades-miniinfs-flexivit-base-1200ep-in1k,1,0.2219585627317429,,,,,,,,
hades,vggfs,hades-vggfs-augreg-vit-base16-224-in1k,1,0.9573296904563904,,,,,,,,
hades,cubfs,hades-cubfs-laion-vit-base16-224,1,0.9763482809066772,,,,,,,,
hades,dtextfs,hades-dtextfs-sam-vit-base16-224-in1k,1,0.852979302406311,,,,,,,,
hades,clvr,hades-clvr-wide-resnet50-2-tv-in1k,1,41.78828430175781,96.20608520507812,,,,,,,
hades,omnifs,hades-omnifs-sam-vit-base16-224-in1k,1,0.9906601905822754,,,,,,,,
hades,fungifs,hades-fungifs-sam-vit-base16-224-in1k,1,0.8544625043869019,,,,,,,,
hades,omnifs,hades-omnifs-augreg-vit-base16-224-in1k,1,0.9898784160614014,,,,,,,,
hades,pokeset,hades-pokeset-sam-vit-base16-224-in1k,1,,,,,,0.5319251418113708,0.6438078880310059,0.5173128843307495,0.6470872163772583
hades,airfs,hades-airfs-sam-vit-base16-224-in1k,1,0.9327677488327026,,,,,,,,
hades,clvr,hades-clvr-deit3-base-patch16-224-fb-in1k,1,54.32243728637695,99.33140563964844,,,,,,,
hades,airfs,hades-airfs-efficientnetv2-rw-s-ra2-in1k,1,0.9243618845939636,,,,,,,,
hades,vggfs,hades-vggfs-clip-vit-base16-224,1,0.9673640131950378,,,,,,,,
hades,clvrmath,hades-clvrmath-laion-vit-base16-224,1,73.61568450927734,99.73958587646484,,,,,,,
hades,airfs,hades-airfs-laion-vit-base16-224,1,0.9698833227157592,,,,,,,,
hades,dtextfs,hades-dtextfs-deit3-base-patch16-224-fb-in1k,1,0.8462412357330322,,,,,,,,
hades,airfs,hades-airfs-wide-resnet50-2-tv-in1k,1,0.8267773389816284,,,,,,,,
hades,omnifs,hades-omnifs-wide-resnet50-2-tv-in1k,1,0.9684656858444214,,,,,,,,
hades,clvrmath,hades-clvrmath-wide-resnet50-2-tv-in1k,1,14.79572582244873,58.592079162597656,,,,,,,
hades,pokeset,hades-pokeset-deit3-base-patch16-224-fb-in1k,1,,,,,,0.5173128843307495,0.6152102947235107,0.5312982201576233,0.6135705709457397
hades,fungifs,hades-fungifs-wide-resnet50-2-tv-in1k,1,0.44787362217903137,,,,,,,,
hades,clvrmath,hades-clvrmath-augreg-vit-base16-224-in1k,1,30.60968017578125,91.45191955566406,,,,,,,
hades,vggfs,hades-vggfs-dino-vit-base16-224,1,0.9730459451675416,,,,,,,,
hades,clvr,hades-clvr-laion-vit-base16-224,1,53.69099426269531,99.3680648803711,,,,,,,
hades,fungifs,hades-fungifs-augreg-vit-base16-224-in1k,1,0.8219907879829407,,,,,,,,
hades,clvr,hades-clvr-sam-vit-base16-224-in1k,1,53.08772277832031,99.3147430419922,,,,,,,
hades,omnifs,hades-omnifs-flexivit-base-1200ep-in1k,1,0.9909967184066772,,,,,,,,
hades,airfs,hades-airfs-clip-vit-base16-224,1,0.9564740061759948,,,,,,,,
hades,dtextfs,hades-dtextfs-laion-vit-base16-224,1,0.8828348517417908,,,,,,,,
hades,nycc,hades-nycc-sam-vit-base16-224-in1k,1,,,,,,0.043998684734106064,0.1476210504770279,0.039142265915870667,0.14529842138290405
hades,flickr30k,hades-flickr30k-flexivit-base-1200ep-in1k,1,,,,,,0.02291666716337204,0.10228979587554932,0.025450449436903,0.10496903210878372
hades,cubfs,hades-cubfs-flexivit-base-1200ep-in1k,1,0.976243793964386,,,,,,,,
hades,vggfs,hades-vggfs-deit3-base-patch16-224-fb-in1k,1,0.966562807559967,,,,,,,,
hades,airfs,hades-airfs-flexivit-base-1200ep-in1k,1,0.950351893901825,,,,,,,,
hades,vggfs,hades-vggfs-flexivit-base-1200ep-in1k,1,0.9721987843513488,,,,,,,,
hades,f101,hades-f101-augreg-vit-base16-224-in1k,1,81.33564758300781,95.09548950195312,,,,,,,
hades,p365,hades-p365-clip-vit-base16-224,1,52.94962692260742,84.23404693603516,,,,,,,
hades,p365,hades-p365-flexivit-base-1200ep-in1k,1,49.47443008422851,81.15930938720703,,,,,,,
hades,f101,hades-f101-flexivit-base-1200ep-in1k,1,87.66850280761719,97.39188385009766,,,,,,,
hades,in1k,hades-in1k-resnext50-32x4d-a1-in1k,3,76.81958516438802,92.86538187662761,,,,,,,
hades,svhn,hades-svhn-dino-vit-base16-224,2,92.55068588256836,99.18045425415038,,,,,,,
hades,svhn,hades-svhn-flexivit-base-1200ep-in1k,2,94.29316711425781,99.28002166748047,,,,,,,
hades,in1k,hades-in1k-deit3-base-patch16-224-fb-in1k,1,81.93534088134766,94.00695037841795,,,,,,,
hades,chx,hades-chx-flexivit-base-1200ep-in1k,1,,,0.3500714261868749,0.6694677527973469,0.16491354557341867,,,,
